"dw_trade_date","stock_code","stock_type","price","buy_amount","sale_amount","cn_buy_amount","cn_sale_amount","cc_buy_amount","cc_sale_amount"
"2018-12-19","300025","c",4.8100000000000005,0,0,52200,0,0,0
"2018-12-20","300025","c",4.9,0,0,0,-2800,0,0
"2018-12-20","300025","c",4.88,0,0,0,-49400,0,0
"2018-12-20","002662","0",4.25,0,0,0,-60100,0,0
"2018-12-20","300025","c",4.82,0,0,59800,0,0,0
"2018-12-20","600448","0",4.47,0,0,0,-57400,0,0
"2018-12-20","600448","0",4.4,0,0,65600,0,0,0
"2018-12-20","603612","0",13.09,0,0,0,-1900,0,0
"2018-12-20","002071","0",5.45,0,0,52900,0,0,0
"2018-12-20","603398","0",12.27,0,0,0,-6100,0,0
"2018-12-21","603612","0",13.132,0,0,0,-4400,0,0
"2018-12-21","603612","0",13.15,0,0,0,-400,0,0
"2018-12-21","603612","0",13.096,0,0,0,-14200,0,0
"2018-12-21","002071","0",5.35,0,0,0,-53000,0,0
"2018-12-21","300025","c",4.861,0,0,0,-56300,0,0
"2018-12-21","600448","0",4.36,0,0,0,-65600,0,0
"2018-12-21","600600","0",35.01,0,0,7900,0,0,0
"2018-12-21","002071","0",5.14,0,0,100,0,0,0
"2018-12-21","300025","c",4.83,0,0,0,-3500,0,0
"2018-12-21","603612","0",13,0,0,16600,0,0,0
"2018-12-21","300609","c",27.989,0,0,7200,0,0,0
"2018-12-21","300025","c",4.78,0,0,57900,0,0,0
"2018-12-21","603612","0",12.93,0,0,4800,0,0,0
"2018-12-24","603612","0",13.127,0,0,0,-21400,0,0
"2018-12-24","600536","0",23.52,0,0,12500,0,0,0
"2018-12-24","600600","0",35.72,0,0,1600,0,0,0
"2018-12-24","300609","c",27.507,0,0,0,-7200,0,0
"2018-12-24","603558","0",10.998,0,0,11500,0,0,0
"2018-12-24","600600","0",36.07,0,0,0,-5900,0,0
"2018-12-24","603558","0",10.83,0,0,8300,0,0,0
"2018-12-24","600600","0",35.76,0,0,800,0,0,0
"2018-12-24","300025","c",4.96,0,0,0,-57900,0,0
"2018-12-24","000977","0",17.85,0,0,22700,0,0,0
"2018-12-25","603558","0",10.809,0,0,19300,0,0,0
"2018-12-25","600600","0",36.1,0,0,0,-4300,0,0
"2018-12-25","000977","0",17.36,0,0,0,-22700,0,0
"2018-12-25","600536","0",22.731,0,0,0,-1500,0,0
"2018-12-25","002129","0",7.5,0,0,39700,0,0,0
"2018-12-25","603558","0",10.812,0,0,0,-6400,0,0
"2018-12-25","300443","c",11.12,0,0,13900,0,0,0
"2018-12-25","603558","0",10.973,0,0,0,-6200,0,0
"2018-12-25","603558","0",10.83,0,0,0,-7200,0,0
"2018-12-25","600536","0",22.79,0,0,0,-11000,0,0
"2018-12-26","600684","0",4.735,0,0,0,0,164400,0
"2018-12-26","600448","0",4.61,0,0,53700,0,0,0
"2018-12-26","002129","0",7.54,0,0,0,-39700,0,0
"2018-12-26","600600","0",35.216,0,0,3600,0,0,0
"2018-12-26","300443","c",11.43,0,0,0,-7400,0,0
"2018-12-26","300443","c",11.45,0,0,0,-6500,0,0
"2018-12-26","600600","0",35.286,0,0,2000,0,0,0
"2018-12-27","600684","0",4.48,0,0,0,-23700,0,0
"2018-12-27","603558","0",10.83,0,0,0,-19300,0,0
"2018-12-27","600448","0",4.5600000000000005,0,0,0,-53700,0,0
"2018-12-27","600600","0",35.35,0,0,0,-5700,0,0
"2018-12-28","600684","0",4.31,0,0,0,-100000,0,0
"2018-12-28","600684","0",4.34,0,0,100,0,0,0
"2018-12-28","600684","0",4.48,0,0,0,-40700,0,0
"2019-01-02","000917","0",6.9,0,0,48300,0,0,0
"2019-01-03","000917","0",6.73,0,0,0,-48300,0,0
"2019-01-03","603322","0",33.1,0,0,5700,0,0,0
"2019-01-04","002797","0",5.84,0,0,68700,0,0,0
"2019-01-04","603322","0",31.003,0,0,0,-2600,0,0
"2019-01-04","603322","0",30.23,0,0,0,-3100,0,0
"2019-01-04","300502","c",18.72,0,0,10700,0,0,0
"2019-01-04","603322","0",30.55,0,0,2600,0,0,0
"2019-01-04","002446","0",8.392,0,0,35200,0,0,0
"2019-01-07","002446","0",8.53,0,0,0,-35200,0,0
"2019-01-07","603322","0",31.7,0,0,0,-2600,0,0
"2019-01-07","002797","0",6.32,0,0,0,-68700,0,0
"2019-01-07","002155","0",8.03,0,0,7500,0,0,0
"2019-01-07","002155","0",8.07,0,0,28000,0,0,0
"2019-01-07","300502","c",19.1,0,0,0,-10700,0,0
"2019-01-07","603050","0",13.64,0,0,15900,0,0,0
"2019-01-07","300391","c",10.92,0,0,19900,0,0,0
"2019-01-07","600766","0",8.37,0,0,35800,0,0,0
"2019-01-08","600766","0",8.46,0,0,0,-35800,0,0
"2019-01-08","000035","0",5.54,0,0,52700,0,0,0
"2019-01-08","002155","0",7.92,0,0,0,-35500,0,0
"2019-01-08","002270","0",4.75,0,0,61300,0,0,0
"2019-01-09","002270","0",4.63,0,0,0,-61300,0,0
"2019-01-09","002071","0",4.87,0,0,0,-100,0,0
"2019-01-09","603050","0",13.389,0,0,0,-15900,0,0
"2019-01-09","300391","c",10.636,0,0,0,-19900,0,0
"2019-01-09","600684","0",4.09,0,0,0,-100,0,0
"2019-01-09","000035","0",5.46,0,0,0,-52700,0,0
"2019-01-09","002463","0",7.95,0,0,26700,0,0,0
"2019-01-10","300502","c",21,0,0,18700,0,0,0
"2019-01-10","300502","c",20.314,0,0,19200,0,0,0
"2019-01-11","002463","0",7.711,0,0,0,-26700,0,0
"2019-01-14","002500","0",6.5,0,0,95300,0,0,0
"2019-01-14","300502","c",21.937,0,0,0,-18900,0,0
"2019-01-22","002500","0",6.52,0,0,0,-47600,0,0
"2019-01-22","300674","c",34,0,0,7500,0,0,0
"2019-01-22","002792","0",33.8,0,0,1600,0,0,0
"2019-01-23","300134","c",10.93,0,0,27700,0,0,0
"2019-01-23","002792","0",33.23,0,0,3500,0,0,0
"2019-01-23","002500","0",6.32,0,0,0,-47700,0,0
"2019-01-23","002792","0",33.09,0,0,4100,0,0,0
"2019-01-23","300674","c",33.814,0,0,0,-7500,0,0
"2019-01-24","601208","0",4.07,0,0,35600,0,0,0
"2019-01-24","000712","0",10.107,0,0,0,0,70600,0
"2019-01-24","300502","c",22.491,0,0,12800,0,0,0
"2019-01-24","300502","c",22.6,0,0,0,-12800,0,0
"2019-01-24","300134","c",10.43,0,0,0,-27700,0,0
"2019-01-24","601208","0",4.06,0,0,35700,0,0,0
"2019-01-25","300014","c",18.19,0,0,23100,0,0,0
"2019-01-25","601208","0",3.94,0,0,0,-71300,0,0
"2019-01-25","000712","0",9.975999999999999,0,0,0,-70600,0,0
"2019-01-25","002217","0",5.92,0,0,0,0,107700,0
"2019-01-25","300502","c",22.228,0,0,0,-19000,0,0
"2019-01-25","002792","0",33,0,0,0,-9200,0,0
"2019-01-28","002792","0",32.08,0,0,9100,0,0,0
"2019-01-28","002217","0",6.03,0,0,0,-107700,0,0
"2019-01-30","300014","c",17.62,0,0,0,-23100,0,0
"2019-01-30","002792","0",30.925,0,0,0,-3400,0,0
"2019-01-30","300014","c",17.58,0,0,23300,0,0,0
"2019-01-30","002792","0",30.998,0,0,0,-5200,0,0
"2019-01-30","600745","0",20.95,0,0,13700,0,0,0
"2019-01-30","002792","0",30.66,0,0,9100,0,0,0
"2019-01-30","002792","0",31.01,0,0,0,-500,0,0
"2019-01-31","600745","0",21.138,0,0,0,-13700,0,0
"2019-01-31","300502","c",21.08,0,0,6200,0,0,0
"2019-01-31","300502","c",21.1,0,0,300,0,0,0
"2019-01-31","300502","c",21.183,0,0,7200,0,0,0
"2019-02-01","300014","c",18.23,0,0,23400,0,0,0
"2019-02-01","300502","c",21.254,0,0,0,-13700,0,0
"2019-02-01","300014","c",18.38,0,0,0,-23300,0,0
"2019-02-01","601377","0",4.9399999999999995,0,0,0,0,68600,0
"2019-02-01","002797","0",5.76,0,0,51900,0,0,0
"2019-02-11","002916","0",102.47,0,0,2900,0,0,0
"2019-02-11","002797","0",5.86,0,0,0,-51900,0,0
"2019-02-12","002916","0",101.872,0,0,0,-2100,0,0
"2019-02-12","002916","0",101.28,0,0,2100,0,0,0
"2019-02-12","300129","c",3.82,0,0,108712,0,0,0
"2019-02-12","603100","0",9.37,0,0,4000,0,0,0
"2019-02-12","601377","0",5.16,0,0,0,-68600,0,0
"2019-02-12","000750","0",4.88,0,0,0,0,72300,0
"2019-02-12","300014","c",18.9,0,0,0,-20300,0,0
"2019-02-12","300014","c",18.98,0,0,0,-3100,0,0
"2019-02-13","603703","0",9.8,0,0,32400,0,0,0
"2019-02-13","300014","c",18.78,0,0,0,0,12300,0
"2019-02-13","603100","0",9.64,0,0,0,-4000,0,0
"2019-02-13","000750","0",5.12,0,0,0,-72300,0,0
"2019-02-13","002916","0",103,0,0,0,-2900,0,0
"2019-02-13","002792","0",33.263,0,0,4800,0,0,0
"2019-02-13","002792","0",33.68,0,0,0,-9100,0,0
"2019-02-13","601377","0",5.35,0,0,0,0,72000,0
"2019-02-13","002792","0",33.32,0,0,4800,0,0,0
"2019-02-13","603583","0",60.01,0,0,500,0,0,0
"2019-02-14","603583","0",58.532,0,0,3500,0,0,0
"2019-02-14","300014","c",19.011,0,0,0,-12300,0,0
"2019-02-14","300033","c",51.6,0,0,0,0,4300,0
"2019-02-14","300129","c",3.83,0,0,0,-108712,0,0
"2019-02-14","603583","0",58.6,0,0,3600,0,0,0
"2019-02-15","601377","0",5.34,0,0,0,0,84100,0
"2019-02-15","300033","c",52.94,0,0,0,-2100,0,0
"2019-02-15","002792","0",34.526,0,0,0,-9600,0,0
"2019-02-15","002792","0",34.2,0,0,9900,0,0,0
"2019-02-15","300033","c",52.548,0,0,0,-2200,0,0
"2019-02-15","603703","0",9.847,0,0,0,-32400,0,0
"2019-02-15","601377","0",5.36,0,0,0,-72000,0,0
"2019-02-18","300502","c",24,0,0,16800,0,0,0
"2019-02-18","002792","0",34.24,0,0,11700,0,0,0
"2019-02-18","002792","0",34.351,0,0,0,-9900,0,0
"2019-02-18","603583","0",60.897,0,0,0,-7600,0,0
"2019-02-18","300394","c",29.78,0,0,10700,0,0,0
"2019-02-18","300033","c",55.07,0,0,0,0,8300,0
"2019-02-19","002792","0",34.367,0,0,0,-11700,0,0
"2019-02-19","601377","0",5.98,0,0,0,0,33400,0
"2019-02-19","002792","0",33.99,0,0,600,0,0,0
"2019-02-19","002792","0",33.96,0,0,2700,0,0,0
"2019-02-19","300394","c",31.762,0,0,0,-10700,0,0
"2019-02-19","300129","c",3.87,0,0,101400,0,0,0
"2019-02-19","300502","c",23.672,0,0,0,-16800,0,0
"2019-02-19","600446","0",14.675,0,0,0,0,35800,0
"2019-02-19","601377","0",6.12,0,0,0,-6900,0,0
"2019-02-19","300033","c",60.5,0,0,0,-8300,0,0
"2019-02-19","300502","c",23.555,0,0,16800,0,0,0
"2019-02-19","002792","0",33.95,0,0,8400,0,0,0
"2019-02-19","601377","0",6.18,0,0,0,-76536,0,0
"2019-02-20","002792","0",33.378,0,0,5900,0,0,0
"2019-02-20","300033","c",59.86,0,0,0,0,1700,0
"2019-02-20","002792","0",33.489,0,0,3200,0,0,0
"2019-02-20","300118","c",9.416,0,0,44000,0,0,0
"2019-02-20","002792","0",34.402,0,0,0,-11700,0,0
"2019-02-20","002792","0",33.53,0,0,2600,0,0,0
"2019-02-20","600446","0",14.17,0,0,0,-35800,0,0
"2019-02-20","601377","0",6.1,0,0,0,0,69200,0
"2019-02-20","300502","c",23.802,0,0,0,-16800,0,0
"2019-02-20","300033","c",60,0,0,0,0,11400,0
"2019-02-20","601377","0",6.003,0,0,0,-34064,0,0
"2019-02-20","300129","c",3.73,0,0,0,-101400,0,0
"2019-02-21","002792","0",35.5,0,0,0,-11700,0,0
"2019-02-21","300033","c",60.399,0,0,0,-13100,0,0
"2019-02-21","300502","c",25.78,0,0,17100,0,0,0
"2019-02-21","002792","0",35.88,0,0,7200,0,0,0
"2019-02-21","300033","c",62.42,0,0,0,0,6700,0
"2019-02-21","601377","0",6.09,0,0,0,-1700,0,0
"2019-02-21","300306","c",8.19,0,0,19300,0,0,0
"2019-02-21","601377","0",6.47,0,0,0,0,54100,0
"2019-02-21","300129","c",3.68,0,0,114500,0,0,0
"2019-02-21","601377","0",6.15,0,0,0,-67500,0,0
"2019-02-21","300118","c",9.6,0,0,0,-44000,0,0
"2019-02-22","600958","0",11.15,0,0,0,0,8400,0
"2019-02-22","002074","0",15.95,0,0,0,0,31400,0
"2019-02-22","300129","c",3.74,0,0,0,-114500,0,0
"2019-02-22","002792","0",35.901,0,0,5700,0,0,0
"2019-02-22","601377","0",6.49,0,0,0,-54100,0,0
"2019-02-22","300033","c",61.83,0,0,2100,0,0,0
"2019-02-22","300033","c",63.592,0,0,0,-6700,0,0
"2019-02-22","300118","c",9.27,0,0,29900,0,0,0
"2019-02-22","600958","0",11.17,0,0,38700,0,0,0
"2019-02-22","300502","c",25.831,0,0,0,-17100,0,0
"2019-02-22","601881","0",10.18,0,0,0,0,14600,0
"2019-02-22","300306","c",8.582,0,0,0,-19300,0,0
"2019-02-25","300033","c",74.7,0,0,0,-2100,0,0
"2019-02-25","002074","0",16.517,0,0,0,-31400,0,0
"2019-02-25","300118","c",10.7,0,0,0,-17300,0,0
"2019-02-25","603228","0",67.793,0,0,7100,0,0,0
"2019-02-25","300014","c",19.84,0,0,0,0,19900,0
"2019-02-25","002792","0",37.8,0,0,0,-4900,0,0
"2019-02-25","300118","c",10.6,0,0,17300,0,0,0
"2019-02-25","601881","0",10.63,0,0,0,0,21600,0
"2019-02-25","002792","0",37.69,0,0,0,-900,0,0
"2019-02-25","002792","0",37.725,0,0,0,-7100,0,0
"2019-02-25","002575","0",9.81,0,0,18900,0,0,0
"2019-02-25","601881","0",10.9,0,0,0,-14600,0,0
"2019-02-26","601881","0",11.65,0,0,0,0,54400,0
"2019-02-26","300014","c",21.2,0,0,0,-14600,0,0
"2019-02-26","002575","0",10.32,0,0,0,-18900,0,0
"2019-02-26","600958","0",13.36,0,0,0,-47100,0,0
"2019-02-26","603228","0",65.58,0,0,0,-7100,0,0
"2019-02-26","002575","0",10.196,0,0,55100,0,0,0
"2019-02-26","300014","c",21.27,0,0,0,-5300,0,0
"2019-02-26","600958","0",12.68,0,0,36700,0,0,0
"2019-02-26","601881","0",11.72,0,0,0,-21600,0,0
"2019-02-26","000426","0",6.8,0,0,79100,0,0,0
"2019-02-26","300118","c",10.583,0,0,0,-29900,0,0
"2019-02-27","601881","0",11.82,0,0,0,-40600,0,0
"2019-02-27","002458","0",36.497,0,0,15400,0,0,0
"2019-02-27","600958","0",12.781,0,0,0,-36700,0,0
"2019-02-27","002575","0",10.26,0,0,0,-55100,0,0
"2019-02-27","600958","0",12.62,0,0,0,0,23800,0
"2019-02-27","601881","0",11.61,0,0,0,-13800,0,0
"2019-02-27","000426","0",6.39,0,0,0,-79100,0,0
"2019-02-27","601881","0",11.657,0,0,0,0,39068,0
"2019-02-27","300579","c",33.597,0,0,14100,0,0,0
"2019-02-27","600080","0",7.63,0,0,66400,0,0,0
"2019-02-28","601881","0",10.9,0,0,0,0,12300,0
"2019-02-28","601881","0",10.92,0,0,0,-39068,0,0
"2019-02-28","300579","c",33.301,0,0,0,-14100,0,0
"2019-02-28","600958","0",12.1,0,0,0,0,9800,0
"2019-02-28","600958","0",12.18,0,0,0,0,35600,0
"2019-02-28","002458","0",33.016,0,0,0,-15400,0,0
"2019-02-28","300579","c",32.93,0,0,15000,0,0,0
"2019-02-28","300467","c",24.688,0,0,7600,0,0,0
"2019-02-28","600958","0",12.22,0,0,0,-23800,0,0
"2019-02-28","300467","c",24.62,0,0,3000,0,0,0
"2019-02-28","600958","0",12.2,0,0,0,0,11900,0
"2019-02-28","300467","c",24.69,0,0,5400,0,0,0
"2019-02-28","300467","c",24.665,0,0,3500,0,0,0
"2019-03-04","002146","0",9.91,0,0,0,-12200,0,0
"2019-03-04","002146","0",9.891,0,0,0,-57500,0,0
"2019-03-04","300467","c",25.34,0,0,0,-3200,0,0
"2019-03-04","002792","0",35.65,0,0,17100,0,0,0
"2019-03-04","603996","0",10.67,0,0,0,-47900,0,0
"2019-03-04","600958","0",12.85,0,0,0,0,69900,0
"2019-03-05","002792","0",35.32,0,0,0,-11200,0,0
"2019-03-05","600958","0",12.432,0,0,0,-69900,0,0
"2019-03-05","600685","0",16.394,0,0,9100,0,0,0
"2019-03-05","603085","0",10.27,0,0,48800,0,0,0
"2019-03-05","300352","c",5.63,0,0,107400,0,0,0
"2019-03-05","002458","0",41.01,0,0,0,-24500,0,0
"2019-03-05","000401","0",16.34,0,0,0,0,58700,0
"2019-03-05","002792","0",35.413,0,0,0,-5900,0,0
"2019-03-05","600685","0",16.49,0,0,21400,0,0,0
"2019-03-06","300352","c",5.98,0,0,0,-107400,0,0
"2019-03-06","000712","0",13.845,0,0,0,0,69100,0
"2019-03-06","300502","c",30.9,0,0,500,0,0,0
"2019-03-06","603085","0",10.721,0,0,0,-48800,0,0
"2019-03-06","600685","0",17.99,0,0,0,-30500,0,0
"2019-03-06","002458","0",40.02,0,0,2000,0,0,0
"2019-03-06","300502","c",33.187,0,0,12900,0,0,0
"2019-03-06","002458","0",39.32,0,0,1300,0,0,0
"2019-03-06","002458","0",39.999,0,0,7715,0,0,0
"2019-03-06","000927","0",4.098,0,0,150200,0,0,0
"2019-03-06","000401","0",16.233,0,0,0,-58700,0,0
"2019-03-06","300502","c",31,0,0,6800,0,0,0
"2019-03-07","000547","0",10.92,0,0,33714,0,0,0
"2019-03-07","300502","c",30.091,0,0,0,-20200,0,0
"2019-03-07","000712","0",14.654,0,0,0,-69100,0,0
"2019-03-07","600901","0",8,0,0,0,0,39800,0
"2019-03-07","600766","0",11,0,0,34800,0,0,0
"2019-03-07","600766","0",10.903,0,0,32700,0,0,0
"2019-03-07","300761","c",86.5,0,0,7000,0,0,0
"2019-03-07","000927","0",3.92,0,0,0,-150200,0,0
"2019-03-07","002458","0",42.11,0,0,0,-11015,0,0
"2019-03-08","002234","0",31.63,0,0,12800,0,0,0
"2019-03-08","600901","0",7.77,0,0,0,-39800,0,0
"2019-03-08","600766","0",10.97,0,0,0,-20311,0,0
"2019-03-08","002234","0",31.674,0,0,10100,0,0,0
"2019-03-08","600766","0",11.001,0,0,0,-47189,0,0
"2019-03-08","002371","0",74.4,0,0,0,0,9800,0
"2019-03-08","300761","c",90,0,0,0,-7000,0,0
"2019-03-11","002234","0",34.43,0,0,0,-22900,0,0
"2019-03-11","002371","0",78.108,0,0,0,-9800,0,0
"2019-03-11","300761","c",91.5,0,0,4500,0,0,0
"2019-03-11","300761","c",91.3,0,0,2900,0,0,0
"2019-03-11","300118","c",9.925,0,0,79600,0,0,0
"2019-03-12","300761","c",90.99,0,0,0,-2700,0,0
"2019-03-12","000547","0",10.741,0,0,0,-33714,0,0
"2019-03-12","000400","0",12.83,0,0,17700,0,0,0
"2019-03-12","600837","0",14.42,0,0,0,0,64900,0
"2019-03-12","300761","c",91.362,0,0,0,-4700,0,0
"2019-03-12","002234","0",38.796,0,0,17300,0,0,0
"2019-03-12","000400","0",12.94,0,0,10400,0,0,0
"2019-03-13","600685","0",16.996,0,0,44300,0,0,0
"2019-03-13","300118","c",10.447,0,0,0,-79600,0,0
"2019-03-13","600837","0",14.072,0,0,0,-64900,0,0
"2019-03-13","000400","0",12.06,0,0,0,-28100,0,0
"2019-03-13","002234","0",40.642,0,0,4700,0,0,0
"2019-03-13","603598","0",11.917,0,0,28400,0,0,0
"2019-03-13","002234","0",40.996,0,0,15600,0,0,0
"2019-03-13","002234","0",41.8,0,0,0,-17300,0,0
"2019-03-13","002371","0",80,0,0,0,0,4100,0
"2019-03-13","600536","0",54.8,0,0,0,0,16700,0
"2019-03-14","002234","0",34.344,0,0,0,-20300,0,0
"2019-03-14","600536","0",49.42,0,0,0,-100,0,0
"2019-03-14","002371","0",68.22,0,0,0,-4100,0,0
"2019-03-14","002234","0",33,0,0,25700,0,0,0
"2019-03-14","600685","0",16.001,0,0,0,-44300,0,0
"2019-03-14","600536","0",50.91,0,0,0,-300,0,0
"2019-03-14","600536","0",49.98,0,0,0,-10400,0,0
"2019-03-14","600536","0",50.3,0,0,0,-5900,0,0
"2019-03-14","600685","0",15.807,0,0,53800,0,0,0
"2019-03-14","603598","0",10.487,0,0,0,-28400,0,0
"2019-03-15","600686","0",10.08,0,0,0,0,38500,0
"2019-03-15","002234","0",33.1,0,0,0,-25700,0,0
"2019-03-15","600685","0",15.967,0,0,0,-31100,0,0
"2019-03-15","300118","c",10.009,0,0,36700,0,0,0
"2019-03-15","601012","0",27.656,0,0,0,0,13059,0
"2019-03-15","600273","0",12.38,0,0,81500,0,0,0
"2019-03-15","601012","0",27.7,0,0,0,0,2100,0
"2019-03-15","600685","0",15.906,0,0,21300,0,0,0
"2019-03-15","600685","0",16,0,0,0,-22700,0,0
"2019-03-15","600686","0",10.13,0,0,0,0,1200,0
"2019-03-18","002607","0",11.92,0,0,30900,0,0,0
"2019-03-18","601012","0",27.74,0,0,0,-15159,0,0
"2019-03-18","300118","c",10.014,0,0,0,-36700,0,0
"2019-03-18","600685","0",17.368,0,0,0,-21200,0,0
"2019-03-18","300274","c",12.08,0,0,0,0,18900,0
"2019-03-18","300274","c",12,0,0,0,0,11900,0
"2019-03-18","601198","0",13.55,0,0,27100,0,0,0
"2019-03-18","600686","0",10.14,0,0,0,-39700,0,0
"2019-03-19","601198","0",13.93,0,0,0,-27100,0,0
"2019-03-19","002488","0",10.894,0,0,100100,0,0,0
"2019-03-19","002607","0",12.35,0,0,0,-30900,0,0
"2019-03-19","600273","0",13.74,0,0,100,0,0,0
"2019-03-19","300118","c",10.38,0,0,36900,0,0,0
"2019-03-19","600685","0",18.092,0,0,21400,0,0,0
"2019-03-19","300274","c",12,0,0,0,-30800,0,0
"2019-03-19","600273","0",13.419,0,0,0,-81500,0,0
"2019-03-19","601012","0",27.75,0,0,0,0,18400,0
"2019-03-20","600621","0",14.329,0,0,38000,0,0,0
"2019-03-20","002488","0",10.875,0,0,0,-33000,0,0
"2019-03-20","601216","0",4.15,0,0,183500,0,0,0
"2019-03-20","600685","0",17.93,0,0,0,-21500,0,0
"2019-03-20","601012","0",26.55,0,0,0,-18400,0,0
"2019-03-20","600273","0",13.16,0,0,0,0,30400,0
"2019-03-20","601012","0",26.5,0,0,100,0,0,0
"2019-03-20","300118","c",10.304,0,0,0,-36900,0,0
"2019-03-20","300024","c",19.805,0,0,0,0,24700,0
"2019-03-20","002488","0",10.96,0,0,0,-17100,0,0
"2019-03-21","603666","0",67.81,0,0,5200,0,0,0
"2019-03-21","300118","c",10.29,0,0,69000,0,0,0
"2019-03-21","600624","0",16.09,0,0,0,0,30300,0
"2019-03-21","600621","0",15.8,0,0,0,-38000,0,0
"2019-03-21","601216","0",4.34,0,0,0,-183500,0,0
"2019-03-21","600686","0",10.4,0,0,34100,0,0,0
"2019-03-21","600273","0",12.914,0,0,0,-30500,0,0
"2019-03-21","300024","c",20.86,0,0,0,-24700,0,0
"2019-03-22","000739","0",10.673,0,0,0,0,58400,0
"2019-03-22","000739","0",10.61,0,0,0,0,5800,0
"2019-03-22","002488","0",12.649000000000001,0,0,0,-50000,0,0
"2019-03-22","600686","0",10.8,0,0,0,-19600,0,0
"2019-03-22","600624","0",14.87,0,0,0,-7900,0,0
"2019-03-22","300118","c",10.165,0,0,0,-69000,0,0
"2019-03-22","603666","0",66.002,0,0,0,-5200,0,0
"2019-03-22","600624","0",14.75,0,0,0,-22400,0,0
"2019-03-22","600686","0",10.82,0,0,0,-14500,0,0
"2019-03-22","600621","0",15.9,0,0,30300,0,0,0
"2019-03-22","600621","0",15.95,0,0,22300,0,0,0
"2019-03-22","600621","0",15.93,0,0,10200,0,0,0
"2019-03-22","600635","0",7.8,0,0,134100,0,0,0
"2019-03-25","000739","0",10.402,0,0,0,-64200,0,0
"2019-03-25","600621","0",16.31,0,0,0,-60700,0,0
"2019-03-25","600621","0",16.341,0,0,0,-2100,0,0
"2019-03-25","000547","0",11.59,0,0,88200,0,0,0
"2019-03-26","002488","0",11.17,0,0,31400,0,0,0
"2019-03-26","002371","0",72.55,0,0,0,0,16600,0
"2019-03-26","002488","0",10.95,0,0,61500,0,0,0
"2019-03-26","600621","0",14.51,0,0,27900,0,0,0
"2019-03-26","000547","0",11.2,0,0,0,-29400,0,0
"2019-03-26","600621","0",14.599,0,0,44400,0,0,0
"2019-03-26","600635","0",8.03,0,0,0,-134100,0,0
"2019-03-26","000547","0",11.47,0,0,0,-58800,0,0
"2019-03-27","002371","0",68.703,0,0,0,-16600,0,0
"2019-03-27","002699","0",8.1,0,0,132600,0,0,0
"2019-03-27","600635","0",7.44,0,0,0,0,96700,0
"2019-03-27","600621","0",14.88,0,0,0,-72300,0,0
"2019-03-27","002488","0",11.1,0,0,0,-92900,0,0
"2019-03-27","300017","c",12.408,0,0,83000,0,0,0
"2019-03-28","002488","0",10.696,0,0,47400,0,0,0
"2019-03-28","300017","c",12.21,0,0,0,-53500,0,0
"2019-03-28","600635","0",7.73,0,0,0,-83500,0,0
"2019-03-28","600635","0",7.75,0,0,0,-13200,0,0
"2019-03-28","600273","0",13,0,0,0,0,20900,0
"2019-03-28","300017","c",12.29,0,0,0,-29500,0,0
"2019-03-28","300118","c",10.29,0,0,49300,0,0,0
"2019-03-29","002699","0",9.475,0,0,0,-66300,0,0
"2019-03-29","002500","0",9.15,0,0,0,0,47900,0
"2019-03-29","600621","0",14.864,0,0,34500,0,0,0
"2019-03-29","300579","c",50.999,0,0,12400,0,0,0
"2019-03-29","300059","c",18.55,0,0,33800,0,0,0
"2019-03-29","002699","0",9.59,0,0,0,-66300,0,0
"2019-03-29","600273","0",13.35,0,0,0,-20900,0,0
"2019-03-29","002488","0",10.3,0,0,0,-47400,0,0
"2019-04-01","002500","0",9.66,0,0,0,-38500,0,0
"2019-04-01","601555","0",10.64,0,0,36100,0,0,0
"2019-04-01","300274","c",12,0,0,55700,0,0,0
"2019-04-01","300579","c",51.692,0,0,0,-4500,0,0
"2019-04-01","300059","c",19.838,0,0,0,-33800,0,0
"2019-04-01","600837","0",14.155,0,0,0,0,44100,0
"2019-04-01","002463","0",12,0,0,51800,0,0,0
"2019-04-01","300118","c",11.79,0,0,0,-12600,0,0
"2019-04-01","300579","c",51.901,0,0,0,-4200,0,0
"2019-04-01","300579","c",51.79,0,0,0,-3700,0,0
"2019-04-01","300118","c",11.64,0,0,13800,0,0,0
"2019-04-01","002500","0",9.64,0,0,0,-9400,0,0
"2019-04-01","002938","0",28.084,0,0,22200,0,0,0
"2019-04-01","600621","0",16.74,0,0,0,-2800,0,0
"2019-04-01","600621","0",16.706,0,0,0,-31700,0,0
"2019-04-01","600837","0",14.11,0,0,0,0,27700,0
"2019-04-01","300118","c",11.767,0,0,0,-36700,0,0
"2019-04-01","600837","0",14.17,0,0,0,0,14900,0
"2019-04-02","600633","0",11.07,0,0,17000,0,0,0
"2019-04-02","300118","c",11.91,0,0,0,-100,0,0
"2019-04-02","002938","0",29.372,0,0,0,-22200,0,0
"2019-04-02","601012","0",28,0,0,0,-100,0,0
"2019-04-02","002463","0",12.438,0,0,0,-51800,0,0
"2019-04-02","300274","c",12.42,0,0,0,-55700,0,0
"2019-04-02","600109","0",11.23,0,0,64400,0,0,0
"2019-04-02","601555","0",11.34,0,0,0,-36100,0,0
"2019-04-02","002916","0",129.979,0,0,4900,0,0,0
"2019-04-02","300118","c",11.961,0,0,0,-13700,0,0
"2019-04-02","600837","0",14.718,0,0,0,-86700,0,0
"2019-04-02","002463","0",12.31,0,0,52500,0,0,0
